accession,length,expAA,First,PredHel,Topology
AT4G37870.1,len=671,ExpAA=0.35,First60=0.00,PredHel=0,Topology=o
AT4G38380.1,len=560,ExpAA=206.24,First60=0.00,PredHel=9,Topology=o207-229i250-272o282-299i306-328o354-376i389-411o431-453i466-488o503-525i
AT4G38580.1,len=153,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G38740.1,len=172,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G39080.1,len=821,ExpAA=136.75,First60=0.01,PredHel=6,Topology=o426-448i468-490o550-572i579-601o640-662i757-779o
AT4G39090.1,len=368,ExpAA=3.59,First60=3.25,PredHel=0,Topology=o
AT4G39260.1,len=169,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT4G39320.1,len=166,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G39460.1,len=325,ExpAA=103.51,First60=6.94,PredHel=5,Topology=o53-75i96-118o133-155i231-250o285-304i
AT4G39520.1,len=369,ExpAA=0.15,First60=0.00,PredHel=0,Topology=o
AT4G39680.1,len=633,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT4G39730.1,len=181,ExpAA=5.94,First60=5.93,PredHel=0,Topology=o
AT4G39820.1,len=408,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT4G39880.1,len=178,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT4G39980.1,len=525,ExpAA=0.60,First60=0.00,PredHel=0,Topology=o
AT4G39990.1,len=224,ExpAA=0.03,First60=0.02,PredHel=0,Topology=o
AT5G01220.1,len=510,ExpAA=1.35,First60=0.00,PredHel=0,Topology=o
AT5G01350.1,len=72,ExpAA=1.13,First60=1.13,PredHel=0,Topology=o
AT5G01410.1,len=309,ExpAA=0.13,First60=0.00,PredHel=0,Topology=o
AT5G01460.1,len=509,ExpAA=213.27,First60=43.33,PredHel=9,Topology=o6-28i40-62o91-113i126-148o207-240i332-354o380-402i423-445o473-495i
AT5G01500.1,len=415,ExpAA=41.49,First60=0.02,PredHel=0,Topology=o
AT5G01590.1,len=527,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G01920.1,len=495,ExpAA=5.80,First60=0.07,PredHel=0,Topology=o
AT5G01990.1,len=431,ExpAA=210.90,First60=24.05,PredHel=10,Topology=i21-43o63-82i95-117o127-149i168-190o269-288i301-323o343-362i375-397o407-429i
AT5G02240.1,len=253,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G02290.1,len=389,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G02490.1,len=653,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G02590.1,len=326,ExpAA=0.12,First60=0.03,PredHel=0,Topology=o
AT5G02870.1,len=407,ExpAA=4.46,First60=0.00,PredHel=0,Topology=o
AT5G02960.1,len=142,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT5G03300.1,len=345,ExpAA=0.06,First60=0.02,PredHel=0,Topology=o
AT5G03460.1,len=89,ExpAA=14.35,First60=14.35,PredHel=0,Topology=o
AT5G03630.1,len=435,ExpAA=1.26,First60=1.19,PredHel=0,Topology=o
AT5G03670.1,len=516,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G03740.1,len=294,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G03880.1,len=339,ExpAA=29.54,First60=0.00,PredHel=0,Topology=o
AT5G03900.2,len=523,ExpAA=65.69,First60=0.00,PredHel=3,Topology=o180-202i386-408o423-445i
AT5G03910.1,len=634,ExpAA=73.51,First60=0.01,PredHel=2,Topology=o216-238i307-329o
AT5G04280.1,len=310,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G04590.1,len=642,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G04740.1,len=301,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G04870.1,len=610,ExpAA=0.41,First60=0.00,PredHel=0,Topology=o
AT5G04885.1,len=665,ExpAA=9.40,First60=6.11,PredHel=0,Topology=o
AT5G04895.1,len=1161,ExpAA=0.28,First60=0.03,PredHel=0,Topology=o
AT5G04900.1,len=348,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT5G05000.2,len=313,ExpAA=0.18,First60=0.00,PredHel=0,Topology=o
AT5G05010.1,len=527,ExpAA=0.10,First60=0.03,PredHel=0,Topology=o
AT5G05170.1,len=1065,ExpAA=168.64,First60=0.00,PredHel=8,Topology=o261-278i285-304o841-863i875-897o912-934i955-977o992-1014i1027-1046o
AT5G05200.1,len=540,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G05460.1,len=680,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G05470.1,len=344,ExpAA=0.08,First60=0.08,PredHel=0,Topology=o
AT5G05710.1,len=144,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G06110.1,len=663,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G06140.1,len=402,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G06160.1,len=504,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G06320.1,len=231,ExpAA=23.60,First60=14.44,PredHel=1,Topology=i47-69o
AT5G06430.1,len=194,ExpAA=0.26,First60=0.22,PredHel=0,Topology=o
AT5G06860.1,len=330,ExpAA=1.11,First60=1.11,PredHel=0,Topology=o
AT5G06870.1,len=330,ExpAA=0.42,First60=0.42,PredHel=0,Topology=o
AT5G06970.1,len=1101,ExpAA=1.02,First60=1.01,PredHel=0,Topology=o
AT5G07020.1,len=235,ExpAA=16.91,First60=0.02,PredHel=0,Topology=o
AT5G07120.1,len=572,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G07300.1,len=586,ExpAA=0.41,First60=0.03,PredHel=0,Topology=o
AT5G07820.1,len=561,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G07910.1,len=262,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G08180.1,len=156,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT5G08335.1,len=197,ExpAA=81.39,First60=33.70,PredHel=3,Topology=o15-37i50-72o137-159i
AT5G08540.1,len=346,ExpAA=7.18,First60=0.06,PredHel=0,Topology=o
AT5G08610.1,len=850,ExpAA=0.16,First60=0.16,PredHel=0,Topology=o
AT5G08660.1,len=649,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G08740.1,len=519,ExpAA=0.07,First60=0.02,PredHel=0,Topology=o
AT5G09260.1,len=216,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G09270.1,len=111,ExpAA=20.63,First60=19.96,PredHel=1,Topology=o40-62i
AT5G09400.1,len=858,ExpAA=283.87,First60=0.00,PredHel=12,Topology=i105-127o142-164i233-255o275-293i300-322o345-367i379-401o411-433i475-497o502-524i529-551o556-578i
AT5G09440.1,len=278,ExpAA=19.56,First60=19.48,PredHel=1,Topology=i7-24o
AT5G09650.1,len=300,ExpAA=0.08,First60=0.07,PredHel=0,Topology=o
AT5G09770.1,len=160,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G09810.1,len=377,ExpAA=1.69,First60=0.00,PredHel=0,Topology=o
AT5G09960.1,len=112,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT5G10050.1,len=279,ExpAA=1.00,First60=0.08,PredHel=0,Topology=o
AT5G10080.1,len=528,ExpAA=5.01,First60=4.76,PredHel=0,Topology=o
AT5G10190.1,len=488,ExpAA=222.67,First60=2.56,PredHel=10,Topology=i71-93o97-119i132-154o164-186i227-249o259-281i294-316o326-348i369-388o415-437i
AT5G10260.1,len=207,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G10290.1,len=613,ExpAA=38.53,First60=15.27,PredHel=1,Topology=o224-246i
AT5G10360.1,len=249,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT5G10540.1,len=701,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G10810.1,len=109,ExpAA=0.05,First60=0.00,PredHel=0,Topology=i
AT5G10840.1,len=648,ExpAA=225.00,First60=20.90,PredHel=10,Topology=i12-34o286-308i349-371o384-406i419-441o456-478i506-528o538-560i573-595o615-637i
AT5G10920.1,len=517,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT5G11040.1,len=1186,ExpAA=1.92,First60=1.72,PredHel=0,Topology=o
AT5G11110.1,len=1047,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G11150.1,len=221,ExpAA=22.61,First60=0.04,PredHel=1,Topology=i188-210o
AT5G11450.1,len=297,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G11560.1,len=982,ExpAA=33.15,First60=10.39,PredHel=1,Topology=o949-971i
AT5G11670.1,len=588,ExpAA=0.57,First60=0.00,PredHel=0,Topology=o
AT5G11680.1,len=207,ExpAA=0.72,First60=0.01,PredHel=0,Topology=o
AT5G11720.1,len=902,ExpAA=1.93,First60=1.78,PredHel=0,Topology=o
AT5G11730.1,len=386,ExpAA=23.92,First60=22.26,PredHel=1,Topology=i30-52o
AT5G11770.1,len=218,ExpAA=8.41,First60=0.04,PredHel=0,Topology=o
AT5G11890.1,len=287,ExpAA=23.18,First60=0.00,PredHel=1,Topology=i84-106o
AT5G11900.1,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G12080.1,len=734,ExpAA=130.08,First60=0.00,PredHel=6,Topology=i169-191o206-228i249-267o287-309i516-538o548-570i
AT5G12110.1,len=228,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT5G12130.1,len=384,ExpAA=142.25,First60=0.03,PredHel=3,Topology=i117-136o146-168i181-203o
AT5G12140.1,len=101,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G12250.1,len=449,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G12260.1,len=624,ExpAA=21.40,First60=21.33,PredHel=1,Topology=i26-45o
AT5G12470.1,len=386,ExpAA=26.80,First60=0.01,PredHel=0,Topology=o
AT5G13010.1,len=1255,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G13030.1,len=633,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G13050.1,len=277,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G13160.1,len=456,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G13200.1,len=272,ExpAA=0.18,First60=0.00,PredHel=0,Topology=o
AT5G13260.1,len=537,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G13420.1,len=438,ExpAA=0.08,First60=0.00,PredHel=0,Topology=o
AT5G13560.1,len=679,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G13720.1,len=262,ExpAA=67.72,First60=0.31,PredHel=3,Topology=o95-117i143-165o232-254i
AT5G13850.1,len=204,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G14220.1,len=508,ExpAA=0.30,First60=0.25,PredHel=0,Topology=o
AT5G14280.1,len=301,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G14660.1,len=273,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G15090.1,len=274,ExpAA=0.23,First60=0.03,PredHel=0,Topology=o
AT5G15200.1,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G15300.1,len=548,ExpAA=14.24,First60=13.82,PredHel=0,Topology=o
AT5G15350.1,len=172,ExpAA=44.07,First60=22.65,PredHel=2,Topology=o4-26i143-165o
AT5G15650.1,len=360,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G15680.1,len=2153,ExpAA=0.37,First60=0.00,PredHel=0,Topology=o
AT5G16040.1,len=396,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G16060.1,len=95,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G16070.1,len=535,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G16130.1,len=190,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G16150.1,len=546,ExpAA=241.41,First60=0.08,PredHel=10,Topology=i104-126o146-168i200-222o232-254i261-283o345-367i410-432o442-464i477-499o503-525i
AT5G16290.1,len=477,ExpAA=0.12,First60=0.00,PredHel=0,Topology=o
AT5G16510.1,len=348,ExpAA=0.20,First60=0.09,PredHel=0,Topology=o
AT5G16590.1,len=625,ExpAA=49.35,First60=18.27,PredHel=2,Topology=i7-25o244-266i
AT5G16620.1,len=447,ExpAA=11.53,First60=0.05,PredHel=0,Topology=o
AT5G16710.1,len=258,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G16730.1,len=853,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G16750.1,len=876,ExpAA=0.20,First60=0.18,PredHel=0,Topology=o
AT5G16970.1,len=345,ExpAA=1.43,First60=0.00,PredHel=0,Topology=o
AT5G17580.1,len=548,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G17630.1,len=417,ExpAA=177.57,First60=0.00,PredHel=7,Topology=o110-129i136-158o173-195i212-234o249-271i284-306o319-341i
AT5G17640.1,len=432,ExpAA=12.35,First60=0.00,PredHel=0,Topology=o
AT5G17920.1,len=765,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G18500.1,len=484,ExpAA=22.42,First60=22.26,PredHel=1,Topology=i21-43o
AT5G18520.1,len=440,ExpAA=170.93,First60=20.68,PredHel=8,Topology=i7-26o175-197i204-226o246-268i281-303o313-335i355-377o387-409i
AT5G18550.1,len=465,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G18610.1,len=513,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G18660.1,len=417,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G18700.1,len=1366,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G19070.1,len=280,ExpAA=127.97,First60=31.47,PredHel=6,Topology=i13-30o50-72i77-99o136-155i162-184o199-221i
AT5G19250.1,len=196,ExpAA=27.17,First60=4.93,PredHel=1,Topology=o172-194i
AT5G19290.1,len=330,ExpAA=0.18,First60=0.02,PredHel=0,Topology=o
AT5G19440.1,len=326,ExpAA=4.69,First60=4.57,PredHel=0,Topology=o
AT5G19450.1,len=533,ExpAA=0.74,First60=0.00,PredHel=0,Topology=o
AT5G19510.1,len=224,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT5G19550.1,len=405,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G19620.1,len=732,ExpAA=0.07,First60=0.00,PredHel=0,Topology=o
AT5G19630.1,len=228,ExpAA=1.91,First60=0.13,PredHel=0,Topology=o
AT5G19750.1,len=288,ExpAA=58.94,First60=0.00,PredHel=2,Topology=i161-183o198-220i
AT5G19770.1,len=450,ExpAA=1.19,First60=0.00,PredHel=0,Topology=o
AT5G19820.1,len=1116,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G19940.1,len=239,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G19980.1,len=341,ExpAA=191.55,First60=39.60,PredHel=9,Topology=o12-31i38-60o80-97i128-150o154-176i188-210o230-252i257-279o283-302i
AT5G20010.1,len=221,ExpAA=0.06,First60=0.00,PredHel=0,Topology=o
AT5G20060.2,len=252,ExpAA=0.49,First60=0.00,PredHel=0,Topology=o
AT5G20130.1,len=202,ExpAA=20.58,First60=0.00,PredHel=1,Topology=i123-145o
AT5G20230.1,len=196,ExpAA=40.47,First60=16.00,PredHel=0,Topology=o
AT5G20280.1,len=1043,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G20290.1,len=222,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G20350.1,len=620,ExpAA=89.79,First60=0.00,PredHel=4,Topology=i277-299o309-331i416-438o460-482i
AT5G20610.1,len=1164,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G20650.1,len=146,ExpAA=57.55,First60=20.15,PredHel=3,Topology=o24-41i87-106o111-128i
AT5G20720.1,len=253,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G20830.1,len=808,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G20890.1,len=527,ExpAA=0.06,First60=0.06,PredHel=0,Topology=o
AT5G20950.1,len=624,ExpAA=7.72,First60=7.57,PredHel=0,Topology=o
AT5G21090.1,len=218,ExpAA=3.69,First60=3.68,PredHel=0,Topology=o
AT5G21326.1,len=439,ExpAA=10.08,First60=0.00,PredHel=0,Topology=o
AT5G22060.1,len=419,ExpAA=0.05,First60=0.00,PredHel=0,Topology=o
AT5G22330.1,len=458,ExpAA=0.60,First60=0.06,PredHel=0,Topology=o
AT5G22440.1,len=217,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G22640.1,len=871,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G22790.1,len=433,ExpAA=60.09,First60=0.00,PredHel=1,Topology=o322-344i
AT5G22830.1,len=459,ExpAA=44.80,First60=0.06,PredHel=2,Topology=o397-419i431-453o
AT5G22850.1,len=493,ExpAA=23.27,First60=22.23,PredHel=1,Topology=i7-29o
AT5G23040.1,len=258,ExpAA=68.71,First60=0.02,PredHel=3,Topology=o173-195i208-230o235-257i
AT5G23060.1,len=387,ExpAA=21.97,First60=0.15,PredHel=1,Topology=i188-210o
AT5G23120.1,len=403,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G23200.1,len=399,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
AT5G23670.1,len=489,ExpAA=25.18,First60=19.34,PredHel=1,Topology=i2-24o
AT5G23740.1,len=159,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G23890.1,len=946,ExpAA=22.75,First60=0.04,PredHel=1,Topology=i91-113o
AT5G23900.1,len=206,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G24010.1,len=824,ExpAA=44.50,First60=13.87,PredHel=1,Topology=o408-430i
AT5G24650.1,len=259,ExpAA=35.85,First60=4.30,PredHel=0,Topology=o
AT5G24690.1,len=521,ExpAA=81.97,First60=0.00,PredHel=0,Topology=o
AT5G24710.1,len=1377,ExpAA=0.14,First60=0.00,PredHel=0,Topology=o
AT5G25090.1,len=186,ExpAA=23.51,First60=20.22,PredHel=1,Topology=i7-29o
AT5G25240.1,len=131,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G25250.1,len=470,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G25440.1,len=313,ExpAA=0.72,First60=0.00,PredHel=0,Topology=o
AT5G25590.1,len=775,ExpAA=0.59,First60=0.59,PredHel=0,Topology=o
AT5G25754.1,len=514,ExpAA=2.75,First60=0.00,PredHel=0,Topology=o
AT5G25780.1,len=714,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G26030.1,len=466,ExpAA=16.97,First60=0.00,PredHel=1,Topology=o436-455i
AT5G26240.1,len=792,ExpAA=196.00,First60=0.00,PredHel=8,Topology=o74-96i117-139o233-255i268-290o320-342i451-470o475-497i509-531o
AT5G26340.1,len=526,ExpAA=261.60,First60=22.44,PredHel=12,Topology=i21-43o81-103i108-127o137-159i172-194o204-223i284-306o321-343i350-372o387-409i422-444o454-473i
AT5G26360.1,len=555,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G26710.1,len=719,ExpAA=0.06,First60=0.02,PredHel=0,Topology=o
AT5G26740.1,len=422,ExpAA=152.86,First60=40.19,PredHel=7,Topology=o4-26i43-65o80-102i137-156o171-193i205-227o242-264i
AT5G26830.1,len=709,ExpAA=0.13,First60=0.12,PredHel=0,Topology=o
AT5G26850.1,len=983,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G27150.1,len=538,ExpAA=251.46,First60=34.61,PredHel=12,Topology=o20-42i49-66o81-98i110-132o147-166i173-195o215-237i264-286o301-320i340-362o377-399i412-434o
AT5G27380.1,len=539,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G27430.1,len=167,ExpAA=21.13,First60=21.10,PredHel=1,Topology=o10-29i
AT5G27470.1,len=451,ExpAA=0.04,First60=0.00,PredHel=0,Topology=o
AT5G27490.1,len=282,ExpAA=111.19,First60=0.00,PredHel=5,Topology=i128-150o165-187i199-221o226-244i256-278o
AT5G27740.1,len=354,ExpAA=0.85,First60=0.00,PredHel=0,Topology=o
AT5G27770.1,len=124,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G27990.1,len=184,ExpAA=0.01,First60=0.01,PredHel=0,Topology=o
AT5G28060.1,len=133,ExpAA=0.00,First60=0.00,PredHel=0,Topology=i
AT5G28740.1,len=917,ExpAA=0.03,First60=0.00,PredHel=0,Topology=o
AT5G32450.1,len=267,ExpAA=0.39,First60=0.11,PredHel=0,Topology=o
AT5G33300.1,len=439,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G33320.1,len=408,ExpAA=140.68,First60=0.01,PredHel=6,Topology=i108-125o135-157i170-192o225-247i282-304o377-396i
AT5G35100.1,len=290,ExpAA=0.02,First60=0.01,PredHel=0,Topology=o
AT5G35430.1,len=786,ExpAA=0.10,First60=0.00,PredHel=0,Topology=o
AT5G35530.1,len=248,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G35590.1,len=246,ExpAA=0.17,First60=0.00,PredHel=0,Topology=o
AT5G35620.1,len=198,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G35735.1,len=404,ExpAA=119.25,First60=16.64,PredHel=5,Topology=o10-29i242-264o279-298i311-330o345-367i
AT5G36230.1,len=411,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G37590.1,len=555,ExpAA=0.33,First60=0.01,PredHel=0,Topology=o
AT5G37600.1,len=356,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G37770.1,len=161,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G38480.1,len=255,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G38560.1,len=681,ExpAA=23.12,First60=0.00,PredHel=1,Topology=o237-259i
AT5G38630.1,len=230,ExpAA=134.67,First60=36.11,PredHel=6,Topology=i5-27o47-69i82-104o119-141i154-176o196-218i
AT5G38660.1,len=286,ExpAA=38.51,First60=0.01,PredHel=1,Topology=i96-118o
AT5G38830.1,len=511,ExpAA=6.24,First60=6.22,PredHel=0,Topology=o
AT5G39040.1,len=644,ExpAA=109.85,First60=0.02,PredHel=4,Topology=o119-141i205-227o297-319i324-346o
AT5G39510.1,len=221,ExpAA=20.67,First60=0.00,PredHel=1,Topology=i198-217o
AT5G39570.1,len=340,ExpAA=26.80,First60=3.53,PredHel=1,Topology=o233-255i
AT5G39850.1,len=197,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G39990.1,len=447,ExpAA=22.88,First60=22.77,PredHel=1,Topology=i34-56o
AT5G40200.1,len=592,ExpAA=1.34,First60=0.00,PredHel=0,Topology=o
AT5G40490.1,len=423,ExpAA=0.19,First60=0.00,PredHel=0,Topology=o
AT5G40760.1,len=515,ExpAA=1.62,First60=1.62,PredHel=0,Topology=o
AT5G41260.1,len=487,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G41350.1,len=212,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G41520.1,len=180,ExpAA=0.04,First60=0.01,PredHel=0,Topology=o
AT5G41670.1,len=487,ExpAA=11.88,First60=0.70,PredHel=0,Topology=o
AT5G41685.1,len=75,ExpAA=10.25,First60=9.22,PredHel=0,Topology=o
AT5G41770.1,len=705,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G41790.1,len=1586,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G41970.1,len=373,ExpAA=0.27,First60=0.27,PredHel=0,Topology=o
AT5G42090.1,len=439,ExpAA=150.69,First60=15.71,PredHel=7,Topology=o176-195i202-224o244-266i279-297o312-333i353-375o385-404i
AT5G42130.1,len=412,ExpAA=75.29,First60=0.00,PredHel=3,Topology=o113-135i168-190o205-227i
AT5G42150.1,len=315,ExpAA=5.81,First60=2.89,PredHel=0,Topology=o
AT5G42190.1,len=171,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G42220.1,len=879,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G42270.1,len=704,ExpAA=2.10,First60=0.13,PredHel=0,Topology=o
AT5G42570.1,len=218,ExpAA=58.90,First60=37.13,PredHel=3,Topology=o4-21i42-64o88-110i
AT5G42740.1,len=560,ExpAA=1.54,First60=0.00,PredHel=0,Topology=o
AT5G42860.1,len=320,ExpAA=23.76,First60=0.00,PredHel=1,Topology=i109-131o
AT5G42950.1,len=1714,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G42960.1,len=213,ExpAA=0.23,First60=0.22,PredHel=0,Topology=o
AT5G42980.1,len=118,ExpAA=0.06,First60=0.06,PredHel=0,Topology=o
AT5G43060.1,len=463,ExpAA=2.73,First60=2.73,PredHel=0,Topology=o
AT5G43070.1,len=155,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G43100.1,len=631,ExpAA=40.49,First60=18.25,PredHel=2,Topology=i7-26o576-598i
AT5G43330.1,len=332,ExpAA=14.05,First60=13.52,PredHel=0,Topology=o
AT5G43760.1,len=529,ExpAA=66.35,First60=16.15,PredHel=3,Topology=i42-64o84-106i235-257o
AT5G43780.1,len=469,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G43860.1,len=318,ExpAA=0.69,First60=0.02,PredHel=0,Topology=o
AT5G43980.1,len=303,ExpAA=30.72,First60=8.34,PredHel=1,Topology=o268-290i
AT5G44000.1,len=399,ExpAA=0.38,First60=0.09,PredHel=0,Topology=o
AT5G44130.1,len=247,ExpAA=1.01,First60=0.76,PredHel=0,Topology=o
AT5G44290.1,len=644,ExpAA=0.16,First60=0.00,PredHel=0,Topology=o
AT5G44320.1,len=588,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G44340.1,len=444,ExpAA=0.02,First60=0.00,PredHel=0,Topology=o
AT5G44650.1,len=280,ExpAA=22.73,First60=0.02,PredHel=1,Topology=o254-276i
AT5G44710.1,len=102,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G44780.1,len=723,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G44790.1,len=1001,ExpAA=177.38,First60=0.00,PredHel=8,Topology=i299-321o341-360i373-395o405-422i562-584o599-621i935-957o962-984i
AT5G45130.1,len=200,ExpAA=0.36,First60=0.11,PredHel=0,Topology=o
AT5G45590.1,len=173,ExpAA=0.28,First60=0.09,PredHel=0,Topology=o
AT5G46580.1,len=711,ExpAA=0.01,First60=0.00,PredHel=0,Topology=o
AT5G46700.1,len=269,ExpAA=90.58,First60=40.75,PredHel=4,Topology=i9-31o41-63i70-92o230-252i
AT5G46860.1,len=268,ExpAA=21.78,First60=0.08,PredHel=1,Topology=i245-267o
AT5G47010.1,len=1254,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G47110.1,len=258,ExpAA=32.95,First60=0.00,PredHel=0,Topology=o
AT5G47180.1,len=220,ExpAA=22.31,First60=0.00,PredHel=1,Topology=i190-212o
AT5G47200.1,len=202,ExpAA=0.13,First60=0.13,PredHel=0,Topology=o
AT5G47210.1,len=357,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
AT5G47320.1,len=212,ExpAA=0.02,First60=0.02,PredHel=0,Topology=o
AT5G47480.1,len=1350,ExpAA=0.00,First60=0.00,PredHel=0,Topology=o
